coeff_0,coeff_1,coeff_2,coeff_3,coeff_4,coeff_5,coeff_6,coeff_7,coeff_8,coeff_9,coeff_10,coeff_11,coeff_12,coeff_13,coeff_14,coeff_15,coeff_16,coeff_17,coeff_18,coeff_19,coeff_20,coeff_21,coeff_22,coeff_23,coeff_24,support_index,support_amplitude,a6,a18,t,r,label,experiment,holdout,abs_support_amplitude,a6_positive,a6_negative,a6_abs,a18_abs,support_nonzero_count,active_support_slots,paired_resonance,reverse_resonance,support_face,support_bucket,threshold_zone
0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,15,122,110,0,25000,6,t=25000;r=6,igp24_synthetic,False,122,True,False,110,0,1,15,False,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,17,103,0,0,25000,2,t=25000;r=2,igp24_synthetic,False,103,False,False,0,0,1,17,False,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,71,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,13,103,71,0,25000,4,t=25000;r=4,igp24_synthetic,False,103,True,False,71,0,1,13,False,False,x13_x15_x17,x13_x15_x17,boundary
0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,15,122,70,0,25000,2,t=25000;r=2,igp24_synthetic,False,122,True,False,70,0,1,15,False,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,-98,0,0,0,0,0,0,0,17,-98,110,0,25000,6,t=25000;r=6,igp24_synthetic,True,98,True,False,110,0,1,17,False,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,15,129,20,0,25000,2,t=25000;r=2,igp24_synthetic,False,129,True,False,20,0,1,15,False,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,-72,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,13,112,-72,0,25000,2,t=25000;r=2,igp24_synthetic,False,112,False,True,72,0,1,13,False,True,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,-90,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,17,128,-90,0,25000,2,t=25000;r=2,igp24_synthetic,False,128,False,True,90,0,1,17,False,True,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,-90,0,0,0,0,0,0,-113,0,0,0,0,0,0,0,0,0,0,0,13,-113,-90,0,25000,2,t=25000;r=2,igp24_synthetic,False,113,False,True,90,0,1,13,False,True,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,-116,0,0,0,0,0,0,0,17,-116,85,0,25000,6,t=25000;r=6,igp24_synthetic,True,116,True,False,85,0,1,17,False,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,-130,0,0,35,0,0,0,0,0,0,15,-130,110,35,25000,6,t=25000;r=6,igp24_synthetic,False,130,True,False,110,35,1,15,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,-100,35,0,0,0,0,0,0,17,-100,110,35,25000,6,t=25000;r=6,igp24_synthetic,True,100,True,False,110,35,1,17,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,-90,0,0,0,0,0,0,0,0,-98,0,0,35,0,0,0,0,0,0,15,-98,-90,35,25000,2,t=25000;r=2,igp24_synthetic,False,98,False,True,90,35,1,15,False,True,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,85,0,0,0,0,0,124,0,0,0,0,0,35,0,0,0,0,0,0,12,124,85,35,24979,6,t=24979;r=6,igp24_synthetic,False,124,True,False,85,35,1,12,True,False,x12_base,x12_base,high
0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,-102,35,0,0,0,0,0,0,17,-102,20,35,25000,2,t=25000;r=2,igp24_synthetic,False,102,True,False,20,35,1,17,True,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,71,0,0,0,0,0,0,-109,0,0,0,0,35,0,0,0,0,0,0,13,-109,71,35,25000,4,t=25000;r=4,igp24_synthetic,False,109,True,False,71,35,1,13,True,False,x13_x15_x17,x13_x15_x17,boundary
0,0,0,0,0,0,72,0,0,0,0,0,-116,0,0,0,0,0,35,0,0,0,0,0,0,12,-116,72,35,24979,6,t=24979;r=6,igp24_synthetic,False,116,True,False,72,35,1,12,True,False,x12_base,x12_base,high
0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,131,0,0,35,0,0,0,0,0,0,15,131,70,35,25000,2,t=25000;r=2,igp24_synthetic,False,131,True,False,70,35,1,15,True,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,-90,0,0,0,0,0,-121,0,0,0,0,0,35,0,0,0,0,0,0,12,-121,-90,35,24979,2,t=24979;r=2,igp24_synthetic,False,121,False,True,90,35,1,12,False,True,x12_base,x12_base,low
0,0,0,0,0,0,-72,0,0,0,0,0,0,132,0,0,0,0,35,0,0,0,0,0,0,13,132,-72,35,25000,2,t=25000;r=2,igp24_synthetic,False,132,False,True,72,35,1,13,False,True,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,140,35,0,0,0,0,0,0,17,140,20,35,25000,2,t=25000;r=2,igp24_synthetic,False,140,True,False,20,35,1,17,True,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,-72,0,0,0,0,0,0,0,0,-139,0,0,35,0,0,0,0,0,0,15,-139,-72,35,25000,2,t=25000;r=2,igp24_synthetic,False,139,False,True,72,35,1,15,False,True,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,85,0,0,0,0,0,117,0,0,0,0,0,35,0,0,0,0,0,0,12,117,85,35,24979,6,t=24979;r=6,igp24_synthetic,False,117,True,False,85,35,1,12,True,False,x12_base,x12_base,high
0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,-122,35,0,0,0,0,0,0,17,-122,85,35,25000,6,t=25000;r=6,igp24_synthetic,True,122,True,False,85,35,1,17,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,-137,35,0,0,0,0,0,0,17,-137,71,35,25000,4,t=25000;r=4,igp24_synthetic,False,137,True,False,71,35,1,17,True,False,x13_x15_x17,x13_x15_x17,boundary
0,0,0,0,0,0,-90,0,0,0,0,0,0,0,0,0,0,133,35,0,0,0,0,0,0,17,133,-90,35,25000,2,t=25000;r=2,igp24_synthetic,False,133,False,True,90,35,1,17,False,True,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,35,0,0,0,0,0,0,12,109,0,35,24979,2,t=24979;r=2,igp24_synthetic,False,109,False,False,0,35,1,12,False,False,x12_base,x12_base,low
0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,-130,0,0,35,0,0,0,0,0,0,15,-130,110,35,25000,6,t=25000;r=6,igp24_synthetic,False,130,True,False,110,35,1,15,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,20,0,0,0,0,0,-114,0,0,0,0,0,35,0,0,0,0,0,0,12,-114,20,35,24979,2,t=24979;r=2,igp24_synthetic,False,114,True,False,20,35,1,12,True,False,x12_base,x12_base,low
0,0,0,0,0,0,85,0,0,0,0,0,98,0,0,0,0,0,35,0,0,0,0,0,0,12,98,85,35,24979,6,t=24979;r=6,igp24_synthetic,False,98,True,False,85,35,1,12,True,False,x12_base,x12_base,high
0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,-131,35,0,0,0,0,0,0,17,-131,72,35,25000,6,t=25000;r=6,igp24_synthetic,True,131,True,False,72,35,1,17,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,109,35,0,0,0,0,0,0,17,109,72,35,25000,6,t=25000;r=6,igp24_synthetic,True,109,True,False,72,35,1,17,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,105,0,0,35,0,0,0,0,0,0,15,105,72,35,25000,6,t=25000;r=6,igp24_synthetic,False,105,True,False,72,35,1,15,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,35,0,0,0,0,0,0,13,114,0,35,25000,2,t=25000;r=2,igp24_synthetic,False,114,False,False,0,35,1,13,False,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,70,0,0,0,0,0,0,100,0,0,0,0,35,0,0,0,0,0,0,13,100,70,35,25000,2,t=25000;r=2,igp24_synthetic,False,100,True,False,70,35,1,13,True,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,-95,35,0,0,0,0,0,0,17,-95,20,35,25000,2,t=25000;r=2,igp24_synthetic,False,95,True,False,20,35,1,17,True,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,72,0,0,0,0,0,0,-134,0,0,0,0,35,0,0,0,0,0,0,13,-134,72,35,25000,6,t=25000;r=6,igp24_synthetic,False,134,True,False,72,35,1,13,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,-72,0,0,0,0,0,-127,0,0,0,0,0,35,0,0,0,0,0,0,12,-127,-72,35,24979,2,t=24979;r=2,igp24_synthetic,False,127,False,True,72,35,1,12,False,True,x12_base,x12_base,low
0,0,0,0,0,0,85,0,0,0,0,0,0,-140,0,0,0,0,35,0,0,0,0,0,0,13,-140,85,35,25000,6,t=25000;r=6,igp24_synthetic,False,140,True,False,85,35,1,13,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,85,0,0,0,0,0,-114,0,0,0,0,0,35,0,0,0,0,0,0,12,-114,85,35,24979,6,t=24979;r=6,igp24_synthetic,False,114,True,False,85,35,1,12,True,False,x12_base,x12_base,high
0,0,0,0,0,0,110,0,0,0,0,0,0,139,0,0,0,0,35,0,0,0,0,0,0,13,139,110,35,25000,6,t=25000;r=6,igp24_synthetic,False,139,True,False,110,35,1,13,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,70,0,0,0,0,0,0,129,0,0,0,0,35,0,0,0,0,0,0,13,129,70,35,25000,2,t=25000;r=2,igp24_synthetic,False,129,True,False,70,35,1,13,True,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,-116,0,0,35,0,0,0,0,0,0,15,-116,110,35,25000,6,t=25000;r=6,igp24_synthetic,False,116,True,False,110,35,1,15,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,85,0,0,0,0,0,-127,0,0,0,0,0,35,0,0,0,0,0,0,12,-127,85,35,24979,6,t=24979;r=6,igp24_synthetic,False,127,True,False,85,35,1,12,True,False,x12_base,x12_base,high
0,0,0,0,0,0,-30,0,0,0,0,0,0,0,0,0,0,-130,35,0,0,0,0,0,0,17,-130,-30,35,25000,2,t=25000;r=2,igp24_synthetic,False,130,False,True,30,35,1,17,False,True,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,99,0,0,35,0,0,0,0,0,0,15,99,70,35,25000,2,t=25000;r=2,igp24_synthetic,False,99,True,False,70,35,1,15,True,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,35,0,0,0,0,0,0,13,98,0,35,25000,2,t=25000;r=2,igp24_synthetic,False,98,False,False,0,35,1,13,False,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,20,0,0,0,0,0,0,-114,0,0,0,0,35,0,0,0,0,0,0,13,-114,20,35,25000,2,t=25000;r=2,igp24_synthetic,False,114,True,False,20,35,1,13,True,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,-121,0,0,35,0,0,0,0,0,0,15,-121,20,35,25000,2,t=25000;r=2,igp24_synthetic,False,121,True,False,20,35,1,15,True,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,-72,0,0,0,0,0,0,0,0,0,0,-137,35,0,0,0,0,0,0,17,-137,-72,35,25000,2,t=25000;r=2,igp24_synthetic,False,137,False,True,72,35,1,17,False,True,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,71,0,0,0,0,0,0,-132,0,0,0,0,71,0,0,0,0,0,0,13,-132,71,71,25000,4,t=25000;r=4,igp24_synthetic,False,132,True,False,71,71,1,13,True,False,x13_x15_x17,x13_x15_x17,boundary
0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,121,0,0,71,0,0,0,0,0,0,15,121,85,71,25000,6,t=25000;r=6,igp24_synthetic,False,121,True,False,85,71,1,15,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,-90,0,0,0,0,0,0,-127,0,0,0,0,71,0,0,0,0,0,0,13,-127,-90,71,25000,2,t=25000;r=2,igp24_synthetic,False,127,False,True,90,71,1,13,False,True,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,-132,0,0,71,0,0,0,0,0,0,15,-132,70,71,25000,2,t=25000;r=2,igp24_synthetic,False,132,True,False,70,71,1,15,True,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,-132,71,0,0,0,0,0,0,17,-132,70,71,25000,2,t=25000;r=2,igp24_synthetic,False,132,True,False,70,71,1,17,True,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,-111,0,0,71,0,0,0,0,0,0,15,-111,110,71,25000,6,t=25000;r=6,igp24_synthetic,False,111,True,False,110,71,1,15,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,-72,0,0,0,0,0,0,0,0,0,0,-113,71,0,0,0,0,0,0,17,-113,-72,71,25000,2,t=25000;r=2,igp24_synthetic,False,113,False,True,72,71,1,17,False,True,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,115,0,0,71,0,0,0,0,0,0,15,115,72,71,25000,6,t=25000;r=6,igp24_synthetic,False,115,True,False,72,71,1,15,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,100,0,0,71,0,0,0,0,0,0,15,100,70,71,25000,2,t=25000;r=2,igp24_synthetic,False,100,True,False,70,71,1,15,True,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,72,0,0,0,0,0,0,-107,0,0,0,0,71,0,0,0,0,0,0,13,-107,72,71,25000,6,t=25000;r=6,igp24_synthetic,False,107,True,False,72,71,1,13,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,-72,0,0,0,0,0,0,0,0,0,0,134,71,0,0,0,0,0,0,17,134,-72,71,25000,2,t=25000;r=2,igp24_synthetic,False,134,False,True,72,71,1,17,False,True,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,70,0,0,0,0,0,-117,0,0,0,0,0,71,0,0,0,0,0,0,12,-117,70,71,24979,2,t=24979;r=2,igp24_synthetic,False,117,True,False,70,71,1,12,True,False,x12_base,x12_base,low
0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,98,0,0,71,0,0,0,0,0,0,15,98,85,71,25000,6,t=25000;r=6,igp24_synthetic,False,98,True,False,85,71,1,15,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,71,0,0,0,0,0,-110,0,0,0,0,0,71,0,0,0,0,0,0,12,-110,71,71,24979,4,t=24979;r=4,igp24_synthetic,True,110,True,False,71,71,1,12,True,False,x12_base,x12_base,boundary
0,0,0,0,0,0,-72,0,0,0,0,0,0,0,0,126,0,0,71,0,0,0,0,0,0,15,126,-72,71,25000,2,t=25000;r=2,igp24_synthetic,False,126,False,True,72,71,1,15,False,True,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,71,0,0,0,0,0,0,12,110,0,71,24979,2,t=24979;r=2,igp24_synthetic,False,110,False,False,0,71,1,12,False,False,x12_base,x12_base,low
0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,-104,0,0,71,0,0,0,0,0,0,15,-104,110,71,25000,6,t=25000;r=6,igp24_synthetic,False,104,True,False,110,71,1,15,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,70,0,0,0,0,0,0,96,0,0,0,0,71,0,0,0,0,0,0,13,96,70,71,25000,2,t=25000;r=2,igp24_synthetic,False,96,True,False,70,71,1,13,True,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,-72,0,0,0,0,0,0,0,0,135,0,0,71,0,0,0,0,0,0,15,135,-72,71,25000,2,t=25000;r=2,igp24_synthetic,False,135,False,True,72,71,1,15,False,True,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,72,0,0,0,0,0,-120,0,0,0,0,0,71,0,0,0,0,0,0,12,-120,72,71,24979,6,t=24979;r=6,igp24_synthetic,False,120,True,False,72,71,1,12,True,False,x12_base,x12_base,high
0,0,0,0,0,0,-30,0,0,0,0,0,0,0,0,120,0,0,71,0,0,0,0,0,0,15,120,-30,71,25000,2,t=25000;r=2,igp24_synthetic,False,120,False,True,30,71,1,15,False,True,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,-90,0,0,0,0,0,0,-127,0,0,0,0,71,0,0,0,0,0,0,13,-127,-90,71,25000,2,t=25000;r=2,igp24_synthetic,False,127,False,True,90,71,1,13,False,True,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,72,0,0,0,0,0,0,124,0,0,0,0,71,0,0,0,0,0,0,13,124,72,71,25000,6,t=25000;r=6,igp24_synthetic,False,124,True,False,72,71,1,13,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,-98,0,0,71,0,0,0,0,0,0,15,-98,71,71,25000,4,t=25000;r=4,igp24_synthetic,False,98,True,False,71,71,1,15,True,False,x13_x15_x17,x13_x15_x17,boundary
0,0,0,0,0,0,-30,0,0,0,0,0,0,0,0,-121,0,0,71,0,0,0,0,0,0,15,-121,-30,71,25000,2,t=25000;r=2,igp24_synthetic,False,121,False,True,30,71,1,15,False,True,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,71,0,0,0,0,0,0,15,140,0,71,25000,2,t=25000;r=2,igp24_synthetic,False,140,False,False,0,71,1,15,False,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,-101,71,0,0,0,0,0,0,17,-101,110,71,25000,6,t=25000;r=6,igp24_synthetic,True,101,True,False,110,71,1,17,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,70,0,0,0,0,0,0,127,0,0,0,0,71,0,0,0,0,0,0,13,127,70,71,25000,2,t=25000;r=2,igp24_synthetic,False,127,True,False,70,71,1,13,True,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,-72,0,0,0,0,0,0,0,0,0,0,-109,71,0,0,0,0,0,0,17,-109,-72,71,25000,2,t=25000;r=2,igp24_synthetic,False,109,False,True,72,71,1,17,False,True,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,72,0,0,0,0,0,-136,0,0,0,0,0,71,0,0,0,0,0,0,12,-136,72,71,24979,6,t=24979;r=6,igp24_synthetic,False,136,True,False,72,71,1,12,True,False,x12_base,x12_base,high
0,0,0,0,0,0,0,0,0,0,0,0,0,-105,0,0,0,0,71,0,0,0,0,0,0,13,-105,0,71,25000,2,t=25000;r=2,igp24_synthetic,False,105,False,False,0,71,1,13,False,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,-121,71,0,0,0,0,0,0,17,-121,85,71,25000,6,t=25000;r=6,igp24_synthetic,True,121,True,False,85,71,1,17,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,106,71,0,0,0,0,0,0,17,106,20,71,25000,2,t=25000;r=2,igp24_synthetic,False,106,True,False,20,71,1,17,True,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,-90,0,0,0,0,0,95,0,0,0,0,0,71,0,0,0,0,0,0,12,95,-90,71,24979,2,t=24979;r=2,igp24_synthetic,False,95,False,True,90,71,1,12,False,True,x12_base,x12_base,low
0,0,0,0,0,0,70,0,0,0,0,0,-103,0,0,0,0,0,71,0,0,0,0,0,0,12,-103,70,71,24979,2,t=24979;r=2,igp24_synthetic,False,103,True,False,70,71,1,12,True,False,x12_base,x12_base,low
0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,99,0,0,71,0,0,0,0,0,0,15,99,110,71,25000,6,t=25000;r=6,igp24_synthetic,False,99,True,False,110,71,1,15,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,-113,71,0,0,0,0,0,0,17,-113,20,71,25000,2,t=25000;r=2,igp24_synthetic,False,113,True,False,20,71,1,17,True,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,-30,0,0,0,0,0,0,0,0,0,0,129,71,0,0,0,0,0,0,17,129,-30,71,25000,2,t=25000;r=2,igp24_synthetic,False,129,False,True,30,71,1,17,False,True,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,71,0,0,0,0,0,0,-128,0,0,0,0,71,0,0,0,0,0,0,13,-128,71,71,25000,4,t=25000;r=4,igp24_synthetic,False,128,True,False,71,71,1,13,True,False,x13_x15_x17,x13_x15_x17,boundary
0,0,0,0,0,0,-90,0,0,0,0,0,0,-111,0,0,0,0,71,0,0,0,0,0,0,13,-111,-90,71,25000,2,t=25000;r=2,igp24_synthetic,False,111,False,True,90,71,1,13,False,True,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,114,0,0,120,0,0,0,0,0,0,15,114,70,120,25000,2,t=25000;r=2,igp24_synthetic,False,114,True,False,70,120,1,15,True,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,-90,0,0,0,0,0,0,0,0,0,0,-103,120,0,0,0,0,0,0,17,-103,-90,120,25000,2,t=25000;r=2,igp24_synthetic,False,103,False,True,90,120,1,17,False,True,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,110,0,0,0,0,0,0,-102,0,0,0,0,120,0,0,0,0,0,0,13,-102,110,120,25000,6,t=25000;r=6,igp24_synthetic,False,102,True,False,110,120,1,13,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,85,0,0,0,0,0,0,-132,0,0,0,0,120,0,0,0,0,0,0,13,-132,85,120,25000,6,t=25000;r=6,igp24_synthetic,False,132,True,False,85,120,1,13,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-116,120,0,0,0,0,0,0,17,-116,0,120,25000,2,t=25000;r=2,igp24_synthetic,False,116,False,False,0,120,1,17,False,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,-126,0,0,120,0,0,0,0,0,0,15,-126,85,120,25000,6,t=25000;r=6,igp24_synthetic,False,126,True,False,85,120,1,15,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,129,0,0,120,0,0,0,0,0,0,15,129,85,120,25000,6,t=25000;r=6,igp24_synthetic,False,129,True,False,85,120,1,15,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,-136,120,0,0,0,0,0,0,17,-136,71,120,25000,4,t=25000;r=4,igp24_synthetic,False,136,True,False,71,120,1,17,True,False,x13_x15_x17,x13_x15_x17,boundary
0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,-103,0,0,120,0,0,0,0,0,0,15,-103,85,120,25000,6,t=25000;r=6,igp24_synthetic,False,103,True,False,85,120,1,15,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,98,0,0,120,0,0,0,0,0,0,15,98,72,120,25000,6,t=25000;r=6,igp24_synthetic,False,98,True,False,72,120,1,15,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,113,120,0,0,0,0,0,0,17,113,20,120,25000,2,t=25000;r=2,igp24_synthetic,False,113,True,False,20,120,1,17,True,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,-30,0,0,0,0,0,0,0,0,0,0,-138,120,0,0,0,0,0,0,17,-138,-30,120,25000,2,t=25000;r=2,igp24_synthetic,False,138,False,True,30,120,1,17,False,True,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,-90,0,0,0,0,0,0,0,0,0,0,-95,120,0,0,0,0,0,0,17,-95,-90,120,25000,2,t=25000;r=2,igp24_synthetic,False,95,False,True,90,120,1,17,False,True,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,120,0,0,0,0,0,0,17,140,0,120,25000,2,t=25000;r=2,igp24_synthetic,False,140,False,False,0,120,1,17,False,False,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,-30,0,0,0,0,0,0,0,0,0,0,-133,120,0,0,0,0,0,0,17,-133,-30,120,25000,2,t=25000;r=2,igp24_synthetic,False,133,False,True,30,120,1,17,False,True,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,-72,0,0,0,0,0,0,121,0,0,0,0,120,0,0,0,0,0,0,13,121,-72,120,25000,2,t=25000;r=2,igp24_synthetic,False,121,False,True,72,120,1,13,False,True,x13_x15_x17,x13_x15_x17,low
0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,127,120,0,0,0,0,0,0,17,127,110,120,25000,6,t=25000;r=6,igp24_synthetic,True,127,True,False,110,120,1,17,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,121,120,0,0,0,0,0,0,17,121,110,120,25000,6,t=25000;r=6,igp24_synthetic,True,121,True,False,110,120,1,17,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,-133,0,0,120,0,0,0,0,0,0,15,-133,110,120,25000,6,t=25000;r=6,igp24_synthetic,False,133,True,False,110,120,1,15,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,72,0,0,0,0,0,0,-135,0,0,0,0,120,0,0,0,0,0,0,13,-135,72,120,25000,6,t=25000;r=6,igp24_synthetic,False,135,True,False,72,120,1,13,True,False,x13_x15_x17,x13_x15_x17,high
0,0,0,0,0,0,71,0,0,0,0,0,0,-111,0,0,0,0,120,0,0,0,0,0,0,13,-111,71,120,25000,4,t=25000;r=4,igp24_synthetic,False,111,True,False,71,120,1,13,True,False,x13_x15_x17,x13_x15_x17,boundary
0,0,0,0,0,0,70,0,0,0,0,0,105,0,0,0,0,0,120,0,0,0,0,0,0,12,105,70,120,24979,2,t=24979;r=2,igp24_synthetic,False,105,True,False,70,120,1,12,True,False,x12_base,x12_base,low
0,0,0,0,0,0,72,0,0,0,0,0,0,-102,0,0,0,0,120,0,0,0,0,0,0,13,-102,72,120,25000,6,t=25000;r=6,igp24_synthetic,False,102,True,False,72,120,1,13,True,False,x13_x15_x17,x13_x15_x17,high
